"Region","Year","Total CO2 emissions from fossil-fuels and cement production (thousand metric tons of C)","Emissions from solid fuel consumption","Emissions from liquid fuel consumption","Emissions from gas fuel consumption","Emissions from cement production","Emissions from gas flaring","Per capita CO2 emissions (metric tons of carbon)"
"Centrally Planned Europe",1821,226,226,0,0,0,0,.
"Centrally Planned Europe",1822,248,248,0,0,0,0,.
"Centrally Planned Europe",1823,333,333,0,0,0,0,.
"Centrally Planned Europe",1824,348,348,0,0,0,0,.
"Centrally Planned Europe",1825,362,362,0,0,0,0,.
"Centrally Planned Europe",1826,333,333,0,0,0,0,.
"Centrally Planned Europe",1827,357,357,0,0,0,0,.
"Centrally Planned Europe",1828,330,330,0,0,0,0,.
"Centrally Planned Europe",1829,291,291,0,0,0,0,.
"Centrally Planned Europe",1830,307,307,0,0,0,0,.
"Centrally Planned Europe",1831,246,246,0,0,0,0,.
"Centrally Planned Europe",1832,310,310,0,0,0,0,.
"Centrally Planned Europe",1833,315,315,0,0,0,0,.
"Centrally Planned Europe",1834,326,326,0,0,0,0,.
"Centrally Planned Europe",1835,343,343,0,0,0,0,.
"Centrally Planned Europe",1836,397,397,0,0,0,0,.
"Centrally Planned Europe",1837,420,420,0,0,0,0,.
"Centrally Planned Europe",1838,450,450,0,0,0,0,.
"Centrally Planned Europe",1839,497,497,0,0,0,0,.
"Centrally Planned Europe",1840,574,574,0,0,0,0,.
"Centrally Planned Europe",1841,623,623,0,0,0,0,.
"Centrally Planned Europe",1842,646,646,0,0,0,0,.
"Centrally Planned Europe",1843,637,637,0,0,0,0,.
"Centrally Planned Europe",1844,705,705,0,0,0,0,.
"Centrally Planned Europe",1845,787,787,0,0,0,0,.
"Centrally Planned Europe",1846,822,822,0,0,0,0,.
"Centrally Planned Europe",1847,870,870,0,0,0,0,.
"Centrally Planned Europe",1848,831,831,0,0,0,0,.
"Centrally Planned Europe",1849,820,820,0,0,0,0,.
"Centrally Planned Europe",1850,905,905,0,0,0,0,.
"Centrally Planned Europe",1851,1019,1019,0,0,0,0,.
"Centrally Planned Europe",1852,1222,1222,0,0,0,0,.
"Centrally Planned Europe",1853,1272,1272,0,0,0,0,.
"Centrally Planned Europe",1854,1424,1424,0,0,0,0,.
"Centrally Planned Europe",1855,1751,1751,0,0,0,0,.
"Centrally Planned Europe",1856,1854,1854,0,0,0,0,.
"Centrally Planned Europe",1857,1981,1981,0,0,0,0,.
"Centrally Planned Europe",1858,2340,2339,1,0,0,0,.
"Centrally Planned Europe",1859,2292,2291,1,0,0,0,.
"Centrally Planned Europe",1860,2549,2545,4,0,0,0,.
"Centrally Planned Europe",1861,2832,2828,4,0,0,0,.
"Centrally Planned Europe",1862,3342,3336,6,0,0,0,.
"Centrally Planned Europe",1863,3875,3867,8,0,0,0,.
"Centrally Planned Europe",1864,4389,4378,11,0,0,0,.
"Centrally Planned Europe",1865,4887,4875,12,0,0,0,.
"Centrally Planned Europe",1866,5544,5530,14,0,0,0,.
"Centrally Planned Europe",1867,6204,6185,19,0,0,0,.
"Centrally Planned Europe",1868,6758,6727,31,0,0,0,.
"Centrally Planned Europe",1869,7360,7330,30,0,0,0,.
"Centrally Planned Europe",1870,7945,7912,33,0,0,0,.
"Centrally Planned Europe",1871,9253,9223,30,0,0,0,.
"Centrally Planned Europe",1872,9957,9925,32,0,0,0,.
"Centrally Planned Europe",1873,10537,10478,59,0,0,0,.
"Centrally Planned Europe",1874,11487,11384,103,0,0,0,.
"Centrally Planned Europe",1875,11809,11660,149,0,0,0,.
"Centrally Planned Europe",1876,14340,14102,239,0,0,0,.
"Centrally Planned Europe",1877,14253,13937,316,0,0,0,.
"Centrally Planned Europe",1878,15551,15187,363,0,0,0,.
"Centrally Planned Europe",1879,16589,16138,450,0,0,0,.
"Centrally Planned Europe",1880,17551,17043,508,0,0,0,.
"Centrally Planned Europe",1881,18106,17411,695,0,0,0,.
"Centrally Planned Europe",1882,18786,18030,756,0,0,0,.
"Centrally Planned Europe",1883,20705,19872,832,0,0,0,.
"Centrally Planned Europe",1884,21427,20229,1198,0,0,0,.
"Centrally Planned Europe",1885,22586,21080,1506,0,0,0,.
"Centrally Planned Europe",1886,23244,21704,1541,0,0,0,.
"Centrally Planned Europe",1887,24010,22071,1940,0,0,0,.
"Centrally Planned Europe",1888,25986,23871,2115,0,0,0,.
"Centrally Planned Europe",1889,27875,25748,2127,0,0,0,.
"Centrally Planned Europe",1890,29903,27300,2603,0,0,0,.
"Centrally Planned Europe",1891,32105,28928,3177,0,0,0,.
"Centrally Planned Europe",1892,32166,28862,3305,0,0,0,.
"Centrally Planned Europe",1893,34573,30694,3880,0,0,0,.
"Centrally Planned Europe",1894,35319,31738,3582,0,0,0,.
"Centrally Planned Europe",1895,38170,33256,4914,0,0,0,.
"Centrally Planned Europe",1896,39822,34824,4998,0,0,0,.
"Centrally Planned Europe",1897,43068,37431,5636,0,0,0,.
"Centrally Planned Europe",1898,46733,40332,6401,0,0,0,.
"Centrally Planned Europe",1899,50013,43170,6843,0,0,0,.
"Centrally Planned Europe",1900,52983,45032,7951,0,0,0,.
"Centrally Planned Europe",1901,55178,46210,8969,0,0,0,.
"Centrally Planned Europe",1902,54026,45403,8623,0,0,0,.
"Centrally Planned Europe",1903,54799,46748,8051,0,0,0,.
"Centrally Planned Europe",1904,57552,48975,8577,0,0,0,.
"Centrally Planned Europe",1905,57253,50560,6693,0,0,0,.
"Centrally Planned Europe",1906,62120,54482,7637,0,0,0,.
"Centrally Planned Europe",1907,68185,59732,8454,0,0,0,.
"Centrally Planned Europe",1908,70355,61406,8949,0,0,0,.
"Centrally Planned Europe",1909,72787,62886,9900,0,0,0,.
"Centrally Planned Europe",1910,71791,61930,9861,0,0,0,.
"Centrally Planned Europe",1911,74749,65301,9448,0,0,0,.
"Centrally Planned Europe",1912,82586,73064,9521,0,0,0,.
"Centrally Planned Europe",1913,87871,78638,9233,0,0,0,.
"Centrally Planned Europe",1914,77250,67960,9289,0,0,0,.
"Centrally Planned Europe",1915,73869,64197,9671,0,0,0,.
"Centrally Planned Europe",1916,79994,70252,9742,0,0,0,.
"Centrally Planned Europe",1917,79856,71256,8600,0,0,0,.
"Centrally Planned Europe",1918,55873,51320,4553,0,0,0,.
"Centrally Planned Europe",1919,25230,20021,5138,70,0,0,.
"Centrally Planned Europe",1920,44932,39916,4780,237,0,0,.
"Centrally Planned Europe",1921,45958,41109,4599,250,0,0,.
"Centrally Planned Europe",1922,46697,40954,5459,284,0,0,.
"Centrally Planned Europe",1923,43847,37476,6076,295,0,0,.
"Centrally Planned Europe",1924,47782,40876,6506,400,0,0,.
"Centrally Planned Europe",1925,46998,39238,7279,481,0,0,.
"Centrally Planned Europe",1926,54929,45538,8910,481,0,0,.
"Centrally Planned Europe",1927,65248,54195,10546,507,0,0,.
"Centrally Planned Europe",1928,70373,58288,10942,605,538,0,.
"Centrally Planned Europe",1929,78112,63894,12891,736,591,0,.
"Centrally Planned Europe",1930,83063,60425,20821,980,837,0,.
"Centrally Planned Europe",1931,90554,63918,24655,1194,787,0,.
"Centrally Planned Europe",1932,92034,65979,24013,1288,754,0,.
"Centrally Planned Europe",1933,97998,71757,24227,1392,622,0,.
"Centrally Planned Europe",1934,113433,83435,27504,1691,804,0,.
"Centrally Planned Europe",1935,124423,93205,28438,1808,972,0,.
"Centrally Planned Europe",1936,140086,106095,30647,2147,1198,0,.
"Centrally Planned Europe",1937,145999,112099,30476,2162,1263,0,.
"Centrally Planned Europe",1938,154829,120008,31520,2121,1180,0,.
"Centrally Planned Europe",1939,155235,121011,31331,1951,942,0,.
"Centrally Planned Europe",1940,211321,176349,31826,2273,872,0,.
"Centrally Planned Europe",1941,194914,160841,32280,787,1007,0,.
"Centrally Planned Europe",1942,165656,132947,31620,896,193,0,.
"Centrally Planned Europe",1943,194334,164829,28576,723,205,0,.
"Centrally Planned Europe",1944,180975,145171,35230,492,82,0,.
"Centrally Planned Europe",1945,139259,115897,20805,2199,358,0,.
"Centrally Planned Europe",1946,167594,141195,23117,2438,843,0,.
"Centrally Planned Europe",1947,190354,159591,26884,2743,1137,0,.
"Centrally Planned Europe",1948,202527,167662,29708,3641,1517,0,.
"Centrally Planned Europe",1949,229469,188363,34421,4891,1794,0,.
"Centrally Planned Europe",1950,249219,205905,35881,5126,2307,0,0.99
"Centrally Planned Europe",1951,270938,223455,39168,5608,2707,0,1.06
"Centrally Planned Europe",1952,291155,237651,44450,6030,3024,0,1.12
"Centrally Planned Europe",1953,310193,250720,49174,6865,3434,0,1.18
"Centrally Planned Europe",1954,336766,270467,55118,7332,3849,0,1.25
"Centrally Planned Europe",1955,374453,297543,64018,8383,4509,0,1.37
"Centrally Planned Europe",1956,407632,318557,73759,10411,4904,0,1.47
"Centrally Planned Europe",1957,444839,340723,83538,14953,5625,0,1.58
"Centrally Planned Europe",1958,471457,351566,92770,20679,6442,0,1.65
"Centrally Planned Europe",1959,495671,361847,100951,25449,7425,0,1.7
"Centrally Planned Europe",1960,518787,368401,110506,31250,8630,0,1.76
"Centrally Planned Europe",1961,538967,370193,120201,39006,9567,0,1.8
"Centrally Planned Europe",1962,568243,374813,135013,47748,10582,87,1.87
"Centrally Planned Europe",1963,609287,392597,147892,57473,11203,123,1.98
"Centrally Planned Europe",1964,648079,407451,159704,68689,12090,145,2.08
"Centrally Planned Europe",1965,680183,416481,171055,79167,13368,111,2.16
"Centrally Planned Europe",1966,712802,427178,183169,87755,14640,60,2.23
"Centrally Planned Europe",1967,742604,429580,200682,96643,15627,72,2.31
"Centrally Planned Europe",1968,769382,432656,215249,105197,16219,60,2.37
"Centrally Planned Europe",1969,806714,443607,232656,113742,16637,72,2.46
"Centrally Planned Europe",1970,851564,469594,256036,108219,17647,67,2.57
"Centrally Planned Europe",1971,898551,478021,274665,121242,18611,6013,2.69
"Centrally Planned Europe",1972,942079,491533,298043,127353,19424,5726,2.8
"Centrally Planned Europe",1973,979540,495322,321897,134904,20587,6831,2.88
"Centrally Planned Europe",1974,1014159,498095,342598,144118,21808,7540,2.96
"Centrally Planned Europe",1975,1068686,516159,362987,158099,23140,8301,3.09
"Centrally Planned Europe",1976,1113866,531081,374930,174684,23942,9229,3.19
"Centrally Planned Europe",1977,1153076,541782,390968,185608,24754,9964,3.27
"Centrally Planned Europe",1978,1194739,546241,418190,194539,25060,10708,3.37
"Centrally Planned Europe",1979,1203133,548260,419333,205329,24366,5845,3.36
"Centrally Planned Europe",1980,1245252,574636,424844,215305,24571,5896,3.45
"Centrally Planned Europe",1981,1213413,528775,425484,229136,24160,5858,3.33
"Centrally Planned Europe",1982,1235831,537705,427171,241296,23924,5735,3.37
"Centrally Planned Europe",1983,1251687,538547,426620,256452,24419,5649,3.38
"Centrally Planned Europe",1984,1262368,542154,417669,272203,24767,5575,3.39
"Centrally Planned Europe",1985,1341858,595820,421214,294664,24214,5946,3.57
"Centrally Planned Europe",1986,1349255,608853,422156,287771,25272,5203,3.57
"Centrally Planned Europe",1987,1399212,613820,429244,325718,25658,4772,3.67
"Centrally Planned Europe",1988,1420301,613735,424485,345465,26120,10495,3.7
"Centrally Planned Europe",1989,1388554,584775,420603,346926,26017,10234,3.59
"Centrally Planned Europe",1990,1283457,493191,402520,356693,24284,6770,3.3
"Centrally Planned Europe",1991,1224567,446720,395107,354749,21694,6298,3.14
"Centrally Planned Europe",1992,1135490,448232,292477,372142,18379,4261,2.91
"Centrally Planned Europe",1993,1047808,410502,259904,358855,15273,3274,2.68
"Centrally Planned Europe",1994,927293,372986,207772,331068,12731,2736,2.38
"Centrally Planned Europe",1995,900420,360946,199268,325282,11925,3000,2.31
"Centrally Planned Europe",1996,881781,352760,185134,330562,10283,3042,2.26
"Centrally Planned Europe",1997,827102,318987,176931,318146,10316,2722,2.13
"Centrally Planned Europe",1998,805643,300849,175730,315179,10533,3352,2.08
"Centrally Planned Europe",1999,802482,299604,166791,321492,10919,3676,2.07
"Centrally Planned Europe",2000,802674,300046,163589,324368,11028,3643,2.08
"Centrally Planned Europe",2001,811151,296116,168045,331919,11155,3917,2.11
"Centrally Planned Europe",2002,809265,294609,166532,330475,11699,5948,2.11
"Centrally Planned Europe",2003,841732,303748,169371,350117,12933,5564,2.2
"Centrally Planned Europe",2004,846942,297525,172983,356343,14516,5575,2.22
"Centrally Planned Europe",2005,849347,295944,170246,360723,15562,6872,2.23
"Centrally Planned Europe",2006,876789,310603,177010,363469,17631,8077,2.3
"Centrally Planned Europe",2007,882136,305758,178794,369504,19597,8483,2.31
"Centrally Planned Europe",2008,894511,310571,185107,372061,18928,7843,2.34
"Centrally Planned Europe",2009,810809,268981,178325,341232,15396,6875,2.12
"Centrally Planned Europe",2010,868660,287639,177891,378084,16265,8781,2.27
"Centrally Planned Europe",2011,898796,295884,189706,385735,18202,9269,2.35
"Centrally Planned Europe",2012,907922,309582,194296,375869,18735,9440,2.37
"Centrally Planned Europe",2013,885156,295954,184197,376056,19402,9547,2.3
"Centrally Planned Europe",2014,846001,278197,183446,357306,20412,6640,2.2
"Far East",1858,119,119,0,0,0,0,.
"Far East",1859,192,192,0,0,0,0,.
"Far East",1860,194,194,0,0,0,0,.
"Far East",1861,150,150,0,0,0,0,.
"Far East",1862,166,166,0,0,0,0,.
"Far East",1863,184,184,0,0,0,0,.
"Far East",1864,174,174,0,0,0,0,.
"Far East",1865,171,171,0,0,0,0,.
"Far East",1866,193,193,0,0,0,0,.
"Far East",1878,533,533,0,0,0,0,.
"Far East",1879,506,486,20,0,0,0,.
"Far East",1880,566,536,30,0,0,0,.
"Far East",1881,552,524,27,0,0,0,.
"Far East",1882,656,594,62,0,0,0,.
"Far East",1883,732,691,41,0,0,0,.
"Far East",1884,815,734,81,0,0,0,.
"Far East",1885,736,680,56,0,0,0,.
"Far East",1886,826,729,97,0,0,0,.
"Far East",1887,915,822,94,0,0,0,.
"Far East",1888,1016,898,119,0,0,0,.
"Far East",1889,1196,1023,173,0,0,0,.
"Far East",1890,1325,1146,179,0,0,0,.
"Far East",1891,1430,1234,196,0,0,0,.
"Far East",1892,1621,1397,224,0,0,0,.
"Far East",1893,1755,1397,358,0,0,0,.
"Far East",1894,1819,1564,254,0,0,0,.
"Far East",1895,2336,1981,355,0,0,0,.
"Far East",1896,2540,2160,380,0,0,0,.
"Far East",1897,2797,2293,504,0,0,0,.
"Far East",1898,3139,2606,533,0,0,0,.
"Far East",1899,3361,2865,496,0,0,0,.
"Far East",1900,3938,3407,531,0,0,0,.
"Far East",1901,4602,3694,908,0,0,0,.
"Far East",1902,4838,4123,715,0,0,0,.
"Far East",1903,5303,4132,1172,0,0,0,.
"Far East",1904,5919,4553,1367,0,0,0,.
"Far East",1905,6250,4722,1527,0,0,0,.
"Far East",1906,7125,5493,1632,0,0,0,.
"Far East",1907,8068,6270,1798,0,0,0,.
"Far East",1908,9077,7159,1918,0,0,0,.
"Far East",1909,9010,6786,2224,0,0,0,.
"Far East",1910,8927,6967,1960,0,0,0,.
"Far East",1911,9430,7311,2119,0,0,0,.
"Far East",1912,10322,8370,1952,0,0,0,.
"Far East",1913,11261,9160,2101,0,0,0,.
"Far East",1914,11412,9354,2059,0,0,0,.
"Far East",1915,11893,9736,2158,0,0,0,.
"Far East",1916,12400,10072,2328,0,0,0,.
"Far East",1917,13088,10769,2319,0,0,0,.
"Far East",1918,14501,12204,2297,0,0,0,.
"Far East",1919,15966,13522,2443,0,0,0,.
"Far East",1920,13832,11268,2564,0,0,0,.
"Far East",1921,14749,12005,2705,39,0,0,.
"Far East",1922,14832,11940,2850,41,0,0,.
"Far East",1923,15737,12460,3186,91,0,0,.
"Far East",1924,16834,13556,3163,115,0,0,.
"Far East",1925,17068,13528,3362,179,0,0,.
"Far East",1926,17219,13734,3334,151,0,0,.
"Far East",1927,18330,14454,3731,145,0,0,.
"Far East",1928,19181,14646,4254,195,86,0,.
"Far East",1929,20731,15232,5137,255,108,0,.
"Far East",1930,20722,15443,4949,219,111,0,.
"Far East",1931,18899,13759,4679,343,118,0,.
"Far East",1932,17709,12541,4695,359,114,0,.
"Far East",1933,17968,12424,4982,449,114,0,.
"Far East",1934,19654,13684,5340,490,140,0,.
"Far East",1935,20456,14341,5466,487,162,0,.
"Far East",1936,20935,14356,5932,469,178,0,.
"Far East",1937,23517,16035,6773,523,186,0,.
"Far East",1938,25567,17908,7046,564,49,0,.
"Far East",1939,26892,18121,8085,636,51,0,.
"Far East",1940,28130,19555,7889,671,16,0,.
"Far East",1941,27542,19513,7572,60,397,0,.
"Far East",1942,21208,17315,3516,44,333,0,.
"Far East",1943,21939,15444,6125,27,343,0,.
"Far East",1944,19045,15223,3472,31,319,0,.
"Far East",1945,18022,16286,1416,19,301,0,.
"Far East",1946,17635,16578,744,35,277,0,.
"Far East",1947,20267,17309,2659,38,261,0,.
"Far East",1948,21621,18068,2996,223,334,0,.
"Far East",1949,28622,19142,8396,640,444,0,.
"Far East",1950,28152,19710,7462,444,537,0,0.04
"Far East",1951,30548,20939,8400,525,684,0,0.05
"Far East",1952,33991,22782,9788,675,746,0,0.05
"Far East",1953,35154,23046,10468,831,808,0,0.05
"Far East",1954,37506,23329,12288,947,941,0,0.05
"Far East",1955,42259,24616,15516,1150,977,0,0.06
"Far East",1956,44333,25554,16425,1300,1054,0,0.06
"Far East",1957,46785,28053,16110,1406,1217,0,0.06
"Far East",1958,49425,29235,17376,1405,1409,0,0.06
"Far East",1959,52334,31021,18242,1516,1556,0,0.07
"Far East",1960,56549,34551,18509,1729,1760,0,0.07
"Far East",1961,62012,36976,21208,1860,1968,0,0.08
"Far East",1962,67517,40527,22783,2028,2167,12,0.08
"Far East",1963,73392,43720,25101,2193,2342,37,0.09
"Far East",1964,74719,42977,26712,2352,2549,130,0.08
"Far East",1965,81345,46094,29307,2867,2872,205,0.09
"Far East",1966,85732,46676,32609,3055,3165,227,0.09
"Far East",1967,91243,47725,36202,3399,3520,397,0.1
"Far East",1968,101311,48164,44944,3787,4041,374,0.1
"Far East",1969,106269,47782,49789,3821,4534,344,0.11
"Far East",1970,119856,48473,59872,2842,4716,3953,0.12
"Far East",1971,127119,49161,65433,3238,5281,4006,0.12
"Far East",1972,135849,51123,70672,3582,5565,4906,0.13
"Far East",1973,146226,53015,77612,4352,6019,5227,0.14
"Far East",1974,149888,55545,77841,4996,6117,5389,0.14
"Far East",1975,160681,60730,82390,5770,6785,5006,0.14
"Far East",1976,177365,63666,93968,6333,7910,5488,0.15
"Far East",1977,193767,67424,102646,7219,8711,7767,0.16
"Far East",1978,207199,66898,114038,8023,9316,8924,0.17
"Far East",1979,220884,72213,122158,8181,9556,8775,0.18
"Far East",1980,228918,79406,123506,9752,9998,6255,0.18
"Far East",1981,234518,84658,123005,10392,10818,5644,0.18
"Far East",1982,241936,88146,124623,12154,11515,5497,0.18
"Far East",1983,260678,97885,131728,12609,12991,5465,0.19
"Far East",1984,268840,103880,129524,16841,13396,5199,0.19
"Far East",1985,288211,117126,133289,19240,13948,4608,0.2
"Far East",1986,304087,125913,138457,20092,15143,4481,0.21
"Far East",1987,321160,134587,141638,23881,16149,4905,0.22
"Far East",1988,354181,146847,157837,26009,17789,5699,0.23
"Far East",1989,382766,155373,173204,28463,19620,6104,0.25
"Far East",1990,410373,163810,183402,35670,21457,6033,0.26
"Far East",1991,443068,176025,198504,39459,22695,6384,0.27
"Far East",1992,479529,181559,222133,45483,24969,5385,0.29
"Far East",1993,515549,195842,235167,50850,27543,6146,0.31
"Far East",1994,545918,205148,250436,55357,29542,5435,0.32
"Far East",1995,581983,212892,265558,66300,31958,5275,0.33
"Far East",1996,631018,228804,288573,72805,35437,5398,0.35
"Far East",1997,665964,241638,302570,79478,36927,5351,0.37
"Far East",1998,627673,242390,276146,71494,32006,5636,0.34
"Far East",1999,667317,259374,287817,83092,33357,3677,0.35
"Far East",2000,709090,280354,308775,80676,35178,4107,0.37
"Far East",2001,730117,294699,303033,89115,37680,5590,0.38
"Far East",2002,749090,306620,299530,96557,41318,5065,0.38
"Far East",2003,776682,323930,297385,106906,43877,4584,0.39
"Far East",2004,816873,349829,305626,112941,44591,3886,0.4
"Far East",2005,838370,367222,301228,116219,47275,6425,0.41
"Far East",2006,866627,395751,294112,121189,50075,5500,0.41
"Far East",2007,921433,434335,304895,125466,51773,4963,0.44
"Far East",2008,988425,475235,319206,133581,54916,5487,0.46
"Far East",2009,1049629,498885,342336,144486,57798,6124,0.48
"Far East",2010,1075899,504205,344747,158709,59712,8525,0.49
"Far East",2011,1164378,587825,342516,162165,64031,7842,0.52
"Far East",2012,1221450,633020,350506,162399,69816,5710,0.54
"Far East",2013,1202883,585128,370194,168772,73045,5744,0.52
"Far East",2014,1265411,628109,392288,165359,72864,6791,0.54
"Germany",1792,128,128,0,0,0,0,.
"Germany",1793,131,131,0,0,0,0,.
"Germany",1794,121,121,0,0,0,0,.
"Germany",1795,122,122,0,0,0,0,.
"Germany",1796,146,146,0,0,0,0,.
"Germany",1797,150,150,0,0,0,0,.
"Germany",1798,157,157,0,0,0,0,.
"Germany",1799,171,171,0,0,0,0,.
"Germany",1800,217,217,0,0,0,0,.
"Germany",1801,146,146,0,0,0,0,.
"Germany",1802,151,151,0,0,0,0,.
"Germany",1803,146,146,0,0,0,0,.
"Germany",1804,275,275,0,0,0,0,.
"Germany",1805,284,284,0,0,0,0,.
"Germany",1806,256,256,0,0,0,0,.
"Germany",1807,734,734,0,0,0,0,.
"Germany",1808,245,245,0,0,0,0,.
"Germany",1809,254,254,0,0,0,0,.
"Germany",1810,267,267,0,0,0,0,.
"Germany",1811,253,253,0,0,0,0,.
"Germany",1812,249,249,0,0,0,0,.
"Germany",1813,243,243,0,0,0,0,.
"Germany",1814,241,241,0,0,0,0,.
"Germany",1815,281,281,0,0,0,0,.
"Germany",1816,651,651,0,0,0,0,.
"Germany",1817,923,923,0,0,0,0,.
"Germany",1818,964,964,0,0,0,0,.
"Germany",1819,894,894,0,0,0,0,.
"Germany",1820,923,923,0,0,0,0,.
"Germany",1821,964,964,0,0,0,0,.
"Germany",1822,991,991,0,0,0,0,.
"Germany",1823,1101,1101,0,0,0,0,.
"Germany",1824,882,882,0,0,0,0,.
"Germany",1825,1184,1184,0,0,0,0,.
"Germany",1826,1143,1143,0,0,0,0,.
"Germany",1827,1239,1239,0,0,0,0,.
"Germany",1828,1239,1239,0,0,0,0,.
"Germany",1829,991,991,0,0,0,0,.
"Germany",1830,1308,1308,0,0,0,0,.
"Germany",1831,1253,1253,0,0,0,0,.
"Germany",1832,941,941,0,0,0,0,.
"Germany",1833,1195,1195,0,0,0,0,.
"Germany",1834,1204,1204,0,0,0,0,.
"Germany",1835,1346,1346,0,0,0,0,.
"Germany",1836,1417,1417,0,0,0,0,.
"Germany",1837,1624,1624,0,0,0,0,.
"Germany",1838,1810,1810,0,0,0,0,.
"Germany",1839,1916,1916,0,0,0,0,.
"Germany",1840,2504,2504,0,0,0,0,.
"Germany",1841,2606,2606,0,0,0,0,.
"Germany",1842,2970,2970,0,0,0,0,.
"Germany",1843,2811,2811,0,0,0,0,.
"Germany",1844,2970,2970,0,0,0,0,.
"Germany",1845,3442,3442,0,0,0,0,.
"Germany",1846,3599,3599,0,0,0,0,.
"Germany",1847,3777,3777,0,0,0,0,.
"Germany",1848,3501,3501,0,0,0,0,.
"Germany",1849,3718,3718,0,0,0,0,.
"Germany",1850,4132,4132,0,0,0,0,.
"Germany",1851,4604,4604,0,0,0,0,.
"Germany",1852,5233,5233,0,0,0,0,.
"Germany",1853,5666,5666,0,0,0,0,.
"Germany",1854,6650,6650,0,0,0,0,.
"Germany",1855,7810,7810,0,0,0,0,.
"Germany",1856,8440,8440,0,0,0,0,.
"Germany",1857,8990,8990,0,0,0,0,.
"Germany",1858,9719,9719,0,0,0,0,.
"Germany",1859,9227,9227,0,0,0,0,.
"Germany",1860,9933,9933,0,0,0,0,.
"Germany",1861,11280,11280,0,0,0,0,.
"Germany",1862,12429,12429,0,0,0,0,.
"Germany",1863,13478,13478,0,0,0,0,.
"Germany",1864,15459,15459,0,0,0,0,.
"Germany",1865,17322,17312,10,0,0,0,.
"Germany",1866,17169,17141,28,0,0,0,.
"Germany",1867,18874,18823,51,0,0,0,.
"Germany",1868,20297,20237,60,0,0,0,.
"Germany",1869,21177,21101,76,0,0,0,.
"Germany",1870,20917,20836,80,0,0,0,.
"Germany",1871,23294,23189,105,0,0,0,.
"Germany",1872,25139,25035,105,0,0,0,.
"Germany",1873,26847,26701,146,0,0,0,.
"Germany",1874,19540,19409,131,0,0,0,.
"Germany",1875,27707,27538,169,0,0,0,.
"Germany",1876,28231,28052,178,0,0,0,.
"Germany",1877,27648,27438,210,0,0,0,.
"Germany",1878,28533,28322,211,0,0,0,.
"Germany",1879,30253,30040,213,0,0,0,.
"Germany",1880,33980,33801,179,0,0,0,.
"Germany",1881,36644,36397,247,0,0,0,.
"Germany",1882,39210,38916,294,0,0,0,.
"Germany",1883,41783,41470,313,0,0,0,.
"Germany",1884,42993,42600,393,0,0,0,.
"Germany",1885,43991,43583,409,0,0,0,.
"Germany",1886,44496,44121,375,0,0,0,.
"Germany",1887,46504,46069,435,0,0,0,.
"Germany",1888,50859,50377,482,0,0,0,.
"Germany",1889,54271,53738,532,0,0,0,.
"Germany",1890,56832,56278,554,0,0,0,.
