"Region","Year","Total CO2 emissions from fossil-fuels and cement production (thousand metric tons of C)","Emissions from solid fuel consumption","Emissions from liquid fuel consumption","Emissions from gas fuel consumption","Emissions from cement production","Emissions from gas flaring","Per capita CO2 emissions (metric tons of carbon)"
"Germany",1891,60273,59695,579,0,0,0,.
"Germany",1892,58676,58043,634,0,0,0,.
"Germany",1893,60238,59586,652,0,0,0,.
"Germany",1894,62636,61964,671,0,0,0,.
"Germany",1895,65034,64340,693,0,0,0,.
"Germany",1896,69940,69209,732,0,0,0,.
"Germany",1897,74660,73891,769,0,0,0,.
"Germany",1898,77887,77106,780,0,0,0,.
"Germany",1899,82774,81988,785,0,0,0,.
"Germany",1900,89181,88354,827,0,0,0,.
"Germany",1901,88853,88040,813,0,0,0,.
"Germany",1902,87115,86286,828,0,0,0,.
"Germany",1903,93777,92903,873,0,0,0,.
"Germany",1904,97195,96300,896,0,0,0,.
"Germany",1905,104346,103477,869,0,0,0,.
"Germany",1906,98782,97902,881,0,0,0,.
"Germany",1907,120683,119739,944,0,0,0,.
"Germany",1908,121900,120901,999,0,0,0,.
"Germany",1909,121608,120671,938,0,0,0,.
"Germany",1910,121552,120586,966,0,0,0,.
"Germany",1911,125160,124219,941,0,0,0,.
"Germany",1912,136223,135174,1049,0,0,0,.
"Germany",1913,146038,145071,967,0,0,0,.
"Germany",1914,135897,135805,92,0,0,0,.
"Germany",1915,126339,126256,83,0,0,0,.
"Germany",1916,136653,136575,78,0,0,0,.
"Germany",1917,143171,143094,76,0,0,0,.
"Germany",1918,137397,137365,32,0,0,0,.
"Germany",1919,105739,105708,31,0,0,0,.
"Germany",1920,117142,117113,29,0,0,0,.
"Germany",1921,129143,129111,32,0,0,0,.
"Germany",1922,124307,124272,35,0,0,0,.
"Germany",1923,90592,90550,43,0,0,0,.
"Germany",1924,123306,123256,49,0,0,0,.
"Germany",1925,125018,124952,66,0,0,0,.
"Germany",1926,112783,112704,80,0,0,0,.
"Germany",1927,131289,131329,-39,0,0,0,.
"Germany",1928,137797,136790,-42,0,1049,0,.
"Germany",1929,147099,146199,-80,0,980,0,.
"Germany",1930,126019,125352,-104,0,771,0,.
"Germany",1931,105239,104823,-105,0,522,0,.
"Germany",1932,94792,94448,-49,0,393,0,.
"Germany",1933,99578,99082,-39,0,535,0,.
"Germany",1934,111530,110559,85,6,880,0,.
"Germany",1935,123463,121900,358,7,1198,0,.
"Germany",1936,136376,134402,373,12,1590,0,.
"Germany",1937,153811,151708,378,11,1714,0,.
"Germany",1938,164120,161479,510,9,2122,0,.
"Germany",1939,177042,174508,620,16,1898,0,.
"Germany",1940,178594,176240,884,8,1461,0,.
"Germany",1941,180360,178054,755,7,1543,0,.
"Germany",1942,182295,180674,623,7,991,0,.
"Germany",1943,185444,183609,595,5,1234,0,.
"Germany",1944,163830,163190,604,36,0,0,.
"Germany",1945,31677,31184,455,37,0,0,.
"Germany",1946,74153,73210,544,45,353,0,.
"Germany",1947,86701,85768,483,32,418,0,.
"Germany",1948,103123,99567,2644,28,885,0,.
"Germany",1949,117955,115003,1615,22,1315,0,.
"Germany",1950,139392,135617,2065,12,1698,0,2.04
"Germany",1951,157456,152503,3023,15,1915,0,2.29
"Germany",1952,166769,161126,3562,27,2054,0,2.41
"Germany",1953,170187,162987,4674,62,2463,0,2.45
"Germany",1954,180079,170708,6663,99,2609,0,2.58
"Germany",1955,197485,186215,8156,199,2915,0,2.81
"Germany",1956,209138,195177,10616,289,3056,0,2.96
"Germany",1957,212336,196554,12419,286,3077,0,2.98
"Germany",1958,206461,187972,15045,283,3161,0,2.88
"Germany",1959,206306,183038,19222,325,3722,0,2.86
"Germany",1960,222180,193016,24725,368,4071,0,3.06
"Germany",1961,227885,194227,28846,404,4409,0,3.11
"Germany",1962,241077,199786,36127,537,4628,0,3.26
"Germany",1963,258089,207885,44791,698,4715,0,3.45
"Germany",1964,264485,206226,51857,1044,5358,0,3.51
"Germany",1965,262081,195665,59435,1511,5470,0,3.45
"Germany",1966,259713,185618,66671,1823,5601,0,3.39
"Germany",1967,255563,178457,69426,2395,5286,0,3.32
"Germany",1968,268820,180028,79268,3948,5575,0,3.48
"Germany",1969,287166,187277,88481,5628,5779,0,3.71
"Germany",1970,280079,164638,101019,8124,6298,0,3.6
"Germany",1971,283203,160517,104989,10966,6730,0,3.63
"Germany",1972,284431,151086,111902,14370,7073,0,3.64
"Germany",1973,296566,153364,117833,18491,6877,0,3.78
"Germany",1974,290319,154434,106558,23060,6266,0,3.69
"Germany",1975,273909,140824,102841,24239,6005,0,3.48
"Germany",1976,298109,151738,114455,25556,6360,0,3.79
"Germany",1977,287719,141006,113763,26761,6189,0,3.66
"Germany",1978,295037,142942,116860,28732,6504,0,3.76
"Germany",1979,305691,149884,117791,31311,6706,0,3.9
"Germany",1980,300850,150429,112570,31510,6341,0,3.84
"Germany",1981,286799,152224,98609,30022,5944,0,3.67
"Germany",1982,277871,150331,94012,27843,5685,0,3.56
"Germany",1983,276803,151129,90993,28935,5745,0,3.55
"Germany",1984,282728,156204,91400,29621,5503,0,3.64
"Germany",1985,285684,158126,92855,29621,5082,0,3.68
"Germany",1986,286670,156594,97387,27443,5245,0,3.69
"Germany",1987,282596,152899,94305,29898,5127,366,3.64
"Germany",1988,281732,150890,95868,29377,5267,330,3.63
"Germany",1989,277388,149230,89182,33272,5544,161,3.58
"Germany",1990,276447,144214,92920,33865,5131,317,3.56
"Germany",1991,253606,121566,90980,36072,4678,310,3.18
"Germany",1992,243244,110594,91818,35521,5104,207,3.03
"Germany",1993,239336,103953,92901,37310,4984,188,2.96
"Germany",1994,236040,101106,91417,38217,4914,387,2.9
"Germany",1995,235645,96680,91700,42033,4529,704,2.88
"Germany",1996,242600,96068,94544,47007,4288,693,2.95
"Germany",1997,235145,91658,92969,44937,4889,691,2.86
"Germany",1998,233260,89420,92657,45425,4979,779,2.83
"Germany",1999,224287,85160,88471,44967,4884,806,2.72
"Germany",2000,226337,89463,86414,44878,4816,766,2.75
"Germany",2001,232796,91315,89142,47212,4368,759,2.83
"Germany",2002,226268,88933,85171,47200,4217,748,2.74
"Germany",2003,224383,89552,82973,47390,4454,13,2.72
"Germany",2004,222744,90065,80754,47584,4332,10,2.7
"Germany",2005,217393,86165,78421,48581,4217,9,2.63
"Germany",2006,222654,89858,78686,49527,4574,9,2.7
"Germany",2007,212857,91205,69328,47777,4540,6,2.55
"Germany",2008,212862,84989,75258,48194,4415,7,2.55
"Germany",2009,196963,76236,71218,45426,4076,7,2.45
"Germany",2010,206943,83574,71983,47408,3972,6,2.57
"Germany",2011,199754,82252,69465,43468,4561,8,2.48
"Germany",2012,201762,84428,69309,43608,4411,6,2.51
"Germany",2013,206521,86226,70373,45658,4258,5,2.56
"Germany",2014,196314,84098,68263,39582,4365,5,2.43
"Middle East",1865,41,41,0,0,0,0,.
"Middle East",1866,57,57,0,0,0,0,.
"Middle East",1867,62,62,0,0,0,0,.
"Middle East",1868,48,48,0,0,0,0,.
"Middle East",1869,73,73,0,0,0,0,.
"Middle East",1870,43,43,0,0,0,0,.
"Middle East",1871,54,54,0,0,0,0,.
"Middle East",1872,67,67,0,0,0,0,.
"Middle East",1873,65,65,0,0,0,0,.
"Middle East",1874,70,70,0,0,0,0,.
"Middle East",1875,96,96,0,0,0,0,.
"Middle East",1876,75,75,0,0,0,0,.
"Middle East",1877,122,122,0,0,0,0,.
"Middle East",1878,89,89,0,0,0,0,.
"Middle East",1879,34,34,0,0,0,0,.
"Middle East",1880,38,38,0,0,0,0,.
"Middle East",1881,50,50,0,0,0,0,.
"Middle East",1882,42,42,0,0,0,0,.
"Middle East",1883,44,44,0,0,0,0,.
"Middle East",1884,48,48,0,0,0,0,.
"Middle East",1885,53,53,0,0,0,0,.
"Middle East",1886,37,37,0,0,0,0,.
"Middle East",1887,67,67,0,0,0,0,.
"Middle East",1888,73,73,0,0,0,0,.
"Middle East",1889,110,110,0,0,0,0,.
"Middle East",1890,100,100,0,0,0,0,.
"Middle East",1891,110,110,0,0,0,0,.
"Middle East",1892,112,112,0,0,0,0,.
"Middle East",1893,116,116,0,0,0,0,.
"Middle East",1894,107,107,0,0,0,0,.
"Middle East",1895,102,102,0,0,0,0,.
"Middle East",1896,121,121,0,0,0,0,.
"Middle East",1897,86,86,0,0,0,0,.
"Middle East",1898,143,143,0,0,0,0,.
"Middle East",1899,183,183,0,0,0,0,.
"Middle East",1900,283,283,0,0,0,0,.
"Middle East",1901,259,259,0,0,0,0,.
"Middle East",1902,286,286,0,0,0,0,.
"Middle East",1903,329,329,0,0,0,0,.
"Middle East",1904,373,373,0,0,0,0,.
"Middle East",1905,418,418,0,0,0,0,.
"Middle East",1906,432,431,1,0,0,0,.
"Middle East",1907,513,513,0,0,0,0,.
"Middle East",1908,470,470,0,0,0,0,.
"Middle East",1909,534,534,0,0,0,0,.
"Middle East",1910,514,514,0,0,0,0,.
"Middle East",1911,645,608,37,0,0,0,.
"Middle East",1912,614,545,69,0,0,0,.
"Middle East",1913,789,556,233,0,0,0,.
"Middle East",1914,774,454,320,0,0,0,.
"Middle East",1915,665,283,383,0,0,0,.
"Middle East",1916,687,140,548,0,0,0,.
"Middle East",1917,871,107,764,0,0,0,.
"Middle East",1918,1066,125,941,0,0,0,.
"Middle East",1919,1435,256,1179,0,0,0,.
"Middle East",1920,1866,383,1484,0,0,0,.
"Middle East",1921,2210,230,1980,0,0,0,.
"Middle East",1922,2794,276,2518,0,0,0,.
"Middle East",1923,3561,402,3160,0,0,0,.
"Middle East",1924,4355,669,3686,0,0,0,.
"Middle East",1925,4522,646,3876,0,0,0,.
"Middle East",1926,4931,821,4110,0,0,0,.
"Middle East",1927,5490,895,4596,0,0,0,.
"Middle East",1928,5757,845,4904,0,8,0,.
"Middle East",1929,5716,960,4747,0,9,0,.
"Middle East",1930,6249,1076,5154,0,18,0,.
"Middle East",1931,6081,1062,4993,0,26,0,.
"Middle East",1932,6697,1078,5585,0,34,0,.
"Middle East",1933,7427,1257,6128,0,42,0,.
"Middle East",1934,8829,1558,7226,0,45,0,.
"Middle East",1935,9740,1602,8077,0,61,0,.
"Middle East",1936,10735,1582,9088,0,64,0,.
"Middle East",1937,12463,1130,11248,0,85,0,.
"Middle East",1938,12604,1228,11293,0,83,0,.
"Middle East",1939,14226,1354,12786,0,85,0,.
"Middle East",1940,12424,1523,10823,0,78,0,.
"Middle East",1941,9827,1562,8194,0,71,0,.
"Middle East",1942,12956,1380,11399,0,177,0,.
"Middle East",1943,14312,1697,12545,0,71,0,.
"Middle East",1944,18479,1951,16437,0,91,0,.
"Middle East",1945,23515,2004,21424,0,87,0,.
"Middle East",1946,30788,1981,28695,0,112,0,.
"Middle East",1947,36591,2129,34335,0,127,0,.
"Middle East",1948,29647,2161,27372,0,113,0,.
"Middle East",1949,32128,2238,29758,1,132,0,.
"Middle East",1950,4666,2290,2207,0,169,0,0.08
"Middle East",1951,7127,2351,4593,0,183,0,0.12
"Middle East",1952,6354,2295,3856,0,204,0,0.1
"Middle East",1953,7522,2872,4411,0,239,0,0.12
"Middle East",1954,9058,3008,5752,0,298,0,0.14
"Middle East",1955,13843,2893,7068,332,373,3177,0.2
"Middle East",1956,16361,3052,8969,421,438,3481,0.23
"Middle East",1957,17084,3325,10333,523,538,2365,0.24
"Middle East",1958,18917,3423,11325,506,970,2694,0.26
"Middle East",1959,19546,3268,11855,655,709,3059,0.26
"Middle East",1960,24885,3298,16009,1311,807,3461,0.32
"Middle East",1961,26030,3078,16788,1369,868,3927,0.32
"Middle East",1962,30082,3433,19806,1600,938,4305,0.37
"Middle East",1963,34011,3726,20944,1863,1029,6449,0.4
"Middle East",1964,39793,4149,20143,2327,1092,12083,0.46
"Middle East",1965,47481,4094,23307,2495,1218,16368,0.53
"Middle East",1966,54648,4551,26696,3034,1389,18978,0.6
"Middle East",1967,56480,4321,23024,3416,1400,24320,0.6
"Middle East",1968,64856,4414,29015,4489,1661,25277,0.67
"Middle East",1969,73742,4785,27651,6770,1955,32581,0.74
"Middle East",1970,78363,5126,31640,7983,2117,31497,0.77
"Middle East",1971,91824,5247,37073,7666,2414,39425,0.87
"Middle East",1972,99200,5835,37446,8296,2732,44891,0.92
"Middle East",1973,117712,6007,45083,9729,2743,54150,1.06
"Middle East",1974,121738,6286,48365,11100,3016,52970,1.06
"Middle East",1975,119257,6459,51982,11567,3549,45701,1.01
"Middle East",1976,139517,7094,61406,11696,4000,55321,1.15
"Middle East",1977,146791,7182,72674,10862,4439,51634,1.18
"Middle East",1978,147463,6279,73871,11005,5763,50546,1.15
"Middle East",1979,156795,7520,85777,15732,5489,42277,1.18
"Middle East",1980,152609,7279,81166,20923,5449,37792,1.11
"Middle East",1981,151952,7976,87566,25899,6223,24288,1.07
"Middle East",1982,155359,9985,95236,18528,6883,24727,1.06
"Middle East",1983,163653,11434,107108,17082,6951,21079,1.08
"Middle East",1984,171621,13476,108472,28428,8182,13062,1.1
"Middle East",1985,184902,15887,116319,32168,8705,11823,1.15
"Middle East",1986,196752,17602,122164,38024,8885,10076,1.19
"Middle East",1987,201438,18617,123482,40452,9440,9447,1.18
"Middle East",1988,214498,18098,132801,45007,9758,8834,1.22
"Middle East",1989,226879,19429,138978,50334,10410,7727,1.26
"Middle East",1990,227850,21457,127985,57386,10352,10670,1.23
"Middle East",1991,378688,22665,263894,66412,10062,15655,1.99
"Middle East",1992,267141,22853,152674,71787,11074,8753,1.37
"Middle East",1993,289398,22324,166714,80753,12003,7603,1.45
"Middle East",1994,302914,22625,171284,87679,12103,9223,1.47
"Middle East",1995,294269,23671,170544,79397,13176,7481,1.4
"Middle East",1996,296758,27025,164260,83733,13721,8019,1.38
"Middle East",1997,290764,29962,148780,89607,13613,8802,1.32
"Middle East",1998,313175,31545,166623,92248,14647,8112,1.4
"Middle East",1999,338464,29433,186486,98242,14694,9608,1.48
"Middle East",2000,372089,33111,208306,105811,15262,9598,1.59
"Middle East",2001,376099,29553,216577,105455,15195,9319,1.58
"Middle East",2002,382281,30278,210120,117467,16544,7873,1.57
"Middle East",2003,406777,32289,220806,126363,17072,10247,1.64
"Middle East",2004,442370,33309,234615,142591,18456,13398,1.74
"Middle East",2005,458209,33489,234020,157819,19451,13431,1.77
"Middle East",2006,492233,38266,245220,171810,21025,15912,1.86
"Middle East",2007,489536,41434,230301,178667,23420,15714,1.8
"Middle East",2008,527346,41563,251205,193359,25790,15428,1.9
"Middle East",2009,546433,40910,262652,198749,28433,15689,1.92
"Middle East",2010,574378,44067,268176,216595,30945,14594,1.98
"Middle East",2011,589374,45759,263200,231806,32688,15920,1.99
"Middle East",2012,630675,48785,291028,238877,34307,17679,2.08
"Middle East",2013,622368,45263,281395,241780,35729,18202,2.02
"Middle East",2014,667988,48393,304183,261297,35878,18236,2.13
"North America",1785,1,1,0,0,0,0,.
"North America",1786,1,1,0,0,0,0,.
"North America",1787,1,1,0,0,0,0,.
"North America",1788,1,1,0,0,0,0,.
"North America",1789,1,1,0,0,0,0,.
"North America",1790,1,1,0,0,0,0,.
"North America",1791,1,1,0,0,0,0,.
"North America",1792,1,1,0,0,0,0,.
"North America",1793,1,1,0,0,0,0,.
"North America",1794,1,1,0,0,0,0,.
"North America",1795,1,1,0,0,0,0,.
"North America",1796,1,1,0,0,0,0,.
"North America",1797,1,1,0,0,0,0,.
"North America",1798,1,1,0,0,0,0,.
"North America",1799,1,1,0,0,0,0,.
"North America",1800,70,70,0,0,0,0,.
"North America",1801,74,74,0,0,0,0,.
"North America",1802,79,79,0,0,0,0,.
"North America",1803,82,82,0,0,0,0,.
"North America",1804,91,91,0,0,0,0,.
"North America",1805,94,94,0,0,0,0,.
"North America",1806,91,91,0,0,0,0,.
"North America",1807,103,103,0,0,0,0,.
"North America",1808,108,108,0,0,0,0,.
"North America",1809,111,111,0,0,0,0,.
"North America",1810,115,115,0,0,0,0,.
"North America",1811,123,123,0,0,0,0,.
"North America",1812,133,133,0,0,0,0,.
"North America",1813,143,143,0,0,0,0,.
"North America",1814,153,153,0,0,0,0,.
"North America",1815,165,165,0,0,0,0,.
"North America",1816,181,181,0,0,0,0,.
"North America",1817,196,196,0,0,0,0,.
"North America",1818,214,214,0,0,0,0,.
"North America",1819,209,209,0,0,0,0,.
"North America",1820,216,216,0,0,0,0,.
"North America",1821,227,227,0,0,0,0,.
"North America",1822,237,237,0,0,0,0,.
"North America",1823,246,246,0,0,0,0,.
"North America",1824,278,278,0,0,0,0,.
"North America",1825,311,311,0,0,0,0,.
"North America",1826,359,359,0,0,0,0,.
"North America",1827,396,396,0,0,0,0,.
"North America",1828,436,436,0,0,0,0,.
"North America",1829,491,491,0,0,0,0,.
"North America",1830,571,571,0,0,0,0,.
"North America",1831,618,618,0,0,0,0,.
"North America",1832,825,825,0,0,0,0,.
"North America",1833,963,963,0,0,0,0,.
"North America",1834,923,923,0,0,0,0,.
"North America",1835,1179,1179,0,0,0,0,.
"North America",1836,1291,1291,0,0,0,0,.
"North America",1837,1449,1449,0,0,0,0,.
"North America",1838,1374,1374,0,0,0,0,.
"North America",1839,1507,1507,0,0,0,0,.
"North America",1840,1604,1604,0,0,0,0,.
"North America",1841,1697,1697,0,0,0,0,.
"North America",1842,1889,1889,0,0,0,0,.
"North America",1843,2120,2120,0,0,0,0,.
"North America",1844,2540,2540,0,0,0,0,.
"North America",1845,3059,3059,0,0,0,0,.
"North America",1846,3477,3477,0,0,0,0,.
"North America",1847,4122,4122,0,0,0,0,.
"North America",1848,4591,4591,0,0,0,0,.
"North America",1849,4986,4986,0,0,0,0,.
"North America",1850,5418,5418,0,0,0,0,.
"North America",1851,6742,6742,0,0,0,0,.
"North America",1852,7335,7335,0,0,0,0,.
"North America",1853,8261,8261,0,0,0,0,.
"North America",1854,9084,9084,0,0,0,0,.
"North America",1855,10455,10455,0,0,0,0,.
"North America",1856,10976,10976,0,0,0,0,.
"North America",1857,11265,11265,0,0,0,0,.
"North America",1858,11439,11439,0,0,0,0,.
"North America",1859,12455,12455,0,0,0,0,.
"North America",1860,13051,12996,55,0,0,0,.
"North America",1861,12592,12357,235,0,0,0,.
"North America",1862,13103,12761,342,0,0,0,.
"North America",1863,15151,14850,301,0,0,0,.
"North America",1864,16239,15993,246,0,0,0,.
"North America",1865,16332,16041,291,0,0,0,.
"North America",1866,16505,16085,420,0,0,0,.
"North America",1867,20322,19927,394,0,0,0,.
"North America",1868,22733,22304,430,0,0,0,.
"North America",1869,25759,25264,495,0,0,0,.
"North America",1870,27250,26663,586,0,0,0,.
"North America",1871,28603,28022,581,0,0,0,.
"North America",1872,34976,34283,693,0,0,0,.
"North America",1873,38515,37422,1092,0,0,0,.
"North America",1874,37095,35897,1198,0,0,0,.
"North America",1875,37561,36601,960,0,0,0,.
"North America",1876,36757,35771,986,0,0,0,.
"North America",1877,40720,39273,1448,0,0,0,.
"North America",1878,39803,38115,1688,0,0,0,.
"North America",1879,48486,46276,2210,0,0,0,.
"North America",1880,55654,52780,2874,0,0,0,.
"North America",1881,58892,55883,3010,0,0,0,.
"North America",1882,66050,62708,3297,45,0,0,.
"North America",1883,71319,68733,2482,104,0,0,.
"North America",1884,75379,72544,2515,320,0,0,.
"North America",1885,76530,73269,2247,1014,0,0,.
"North America",1886,80857,75771,2990,2095,0,0,.
"North America",1887,86662,80448,2997,3217,0,0,.
"North America",1888,105673,98145,2950,4578,0,0,.
"North America",1889,94659,87550,3772,3337,0,0,.
"North America",1890,113036,104904,4942,3190,0,0,.
"North America",1891,120460,112135,5883,2442,0,0,.
"North America",1892,126730,119164,5444,2122,0,0,.
"North America",1893,127987,120806,5193,1989,0,0,.
"North America",1894,119877,112777,5272,1828,0,0,.
"North America",1895,134683,127076,5685,1922,0,0,.
"North America",1896,135243,126787,6587,1869,0,0,.
"North America",1897,140580,132089,6502,1989,0,0,.
"North America",1898,153120,144856,5955,2309,0,0,.
"North America",1899,175956,166835,6144,2976,0,0,.
"North America",1900,186508,176526,6832,3150,0,0,.
"North America",1901,203431,192432,7489,3510,0,0,.
"North America",1902,215650,202335,9578,3737,0,0,.
"North America",1903,251737,236839,10935,3964,0,0,.
"North America",1904,249269,232285,12846,4138,0,0,.
"North America",1905,278353,258826,14842,4685,0,0,.
"North America",1906,292229,273212,13828,5190,0,0,.
"North America",1907,340828,317037,18369,5422,0,0,.
"North America",1908,299777,274722,19688,5367,0,0,.
"North America",1909,329896,303445,20035,6416,0,0,.
"North America",1910,360494,330583,23116,6796,0,0,.
"North America",1911,359349,328005,24328,7016,0,0,.
"North America",1912,384411,351893,24792,7725,0,0,.
"North America",1913,414682,376846,29773,8063,0,0,.
"North America",1914,377751,337600,31937,8213,0,0,.
"North America",1915,389297,346965,33652,8681,0,0,.
"North America",1916,434693,386865,37407,10421,0,0,.
"North America",1917,478633,426168,41456,11008,0,0,.
"North America",1918,500846,446231,44701,9914,0,0,.
"North America",1919,423866,363372,50248,10246,0,0,.
"North America",1920,496798,421814,63902,11082,0,0,.
"North America",1921,410059,332467,68392,9200,0,0,.
"North America",1922,410080,321054,78457,10570,0,0,.
"North America",1923,542301,435836,92553,13912,0,0,.
"North America",1924,483890,377846,90320,15725,0,0,.
"North America",1925,495672,384703,94574,16395,0,0,.
"North America",1926,538562,424405,96047,18110,0,0,.
"North America",1927,528614,398332,110339,19943,0,0,.
"North America",1928,524446,385307,113131,21629,4380,0,.
"North America",1929,562058,406247,125072,26465,4274,0,.
"North America",1930,501247,359626,110746,26839,4035,0,.
"North America",1931,425474,295495,103462,23358,3158,0,.
"North America",1932,362066,243442,95120,21614,1891,0,.
"North America",1933,386645,258271,105190,21650,1535,0,.
"North America",1934,413292,280861,105963,24574,1894,0,.
"North America",1935,428237,285232,114486,26641,1879,0,.
"North America",1936,490410,330960,126583,30104,2762,0,.
"North America",1937,513933,332739,144846,33477,2871,0,.
"North America",1938,436400,265628,136209,31957,2605,0,.
"North America",1939,481133,299995,143738,34385,3016,0,.
"North America",1940,540426,342139,157956,37089,3242,0,.
"North America",1941,589348,378950,167089,39256,4052,0,.
"North America",1942,634547,426876,160522,42652,4496,0,.
"North America",1943,656455,431592,173999,47570,3295,0,.
"North America",1944,704364,451872,198627,51572,2293,0,.
"North America",1945,678457,415345,205860,54651,2602,0,.
"North America",1946,652692,383322,209134,56124,4113,0,.
"North America",1947,716244,425128,224544,61920,4653,0,.
"North America",1948,746606,423388,248516,69552,5150,0,.
"North America",1949,629100,317791,232809,73218,5282,0,.
"North America",1950,734194,369555,259074,88093,5702,11769,4.22
"North America",1951,757385,357118,278669,103792,6153,11654,4.29
"North America",1952,738128,317692,290610,111098,6260,12468,4.12
"North America",1953,755014,313563,305657,116854,6689,12252,4.14
"North America",1954,722170,271160,310696,122801,6882,10631,3.89
"North America",1955,789086,299791,336698,132813,7847,11938,4.17
"North America",1956,830437,313002,355074,140401,8355,13605,4.31
"North America",1957,821902,297217,353107,150521,8024,13032,4.19
"North America",1958,797790,258081,361521,159423,8329,10435,3.99
"North America",1959,820998,263243,372848,166625,9026,9255,4.04
"North America",1960,840903,264084,381378,177828,8464,9149,4.07
"North America",1961,838474,254649,386457,179962,8620,8785,3.99
"North America",1962,871118,264151,398754,191687,9012,7514,4.09
"North America",1963,908192,282098,407622,202189,9410,6873,4.2
"North America",1964,952767,300517,419662,216493,9915,6180,4.35
"North America",1965,993476,312444,441168,223974,10050,5840,4.48
"North America",1966,1042050,323499,460013,241437,10420,6681,4.64
"North America",1967,1084702,333069,480536,252823,9931,8343,4.78
"North America",1968,1127595,327560,509996,270711,10564,8765,4.91
"North America",1969,1181388,332184,535796,293771,10688,8949,5.1
"North America",1970,1273627,334854,613934,306179,10186,8475,5.44
"North America",1971,1284259,317490,632542,317794,11028,5406,5.43
"North America",1972,1348811,323962,682995,325370,11663,4820,5.65
"North America",1973,1404913,344586,719885,323513,12178,4751,5.83
"North America",1974,1360365,339735,695642,309958,11637,3394,5.6
"North America",1975,1309919,330927,675961,290405,9957,2669,5.34
"North America",1976,1366899,363953,691366,298413,10500,2667,5.52
"North America",1977,1404539,369647,730465,290623,11188,2617,5.61
"North America",1978,1447166,392141,744101,296066,11949,2908,5.73
"North America",1979,1457285,406873,727241,307747,12199,3225,5.71
